"Представьте, что вы уже работаете врачом. Насколько правильно эти утверждения описывают вашу специальность?",,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Время создания,Выберите специальность из списка, 1. Врач должен регулярно тесно общаться с пациентами,"2. Врач работает со сложными переживаниями пациентов: сообщает плохие новости, улаживает конфликты","3. Врач каждый день выполняет операции или мануальные процедуры, например, постановку ЦВК, массаж, УЗИ, артроскопию",4. Врач регулярно работает со сложной в освоении техникой вроде МРТ и линейного ускорителя,"5. Врач регулярно взаимодействует с кровью, гноем, внутренними органами, тяжелыми травмами и другими вещами, которые сильно действуют на впечатлительных людей"," 6. Врачу приходится выдерживать тяжелые физические нагрузки или проводить манипуляции, требующие большой грубой силы","7. Врач часто сталкивается со смертью, неизлечимыми больными и пациентами в тяжелом состоянии",8. Врач проводит большую часть дня сидя на одном месте,9. Врач должен быстро принимать решения и не теряться в критических ситуациях,"10. Врач помогает другому специалисту в постановке диагноза или проведении процедур, но сам не является лечащим", 11. Врач часто работает в команде,12. Врач ведет одного и того же пациента длительное время: примерно год и более,13. Врач должен долгое время проводить стоя, 14. Врач является узким специалистом в определенной сфере," 15. Врач имеет специальность широкого профиля и регулярно обращается к знаниям из смежных областей. Например, терапевт и гастроэнтеролог",16. У врача этой специальности более высокий риск заразиться от пациента,"17. Врач проводит в среднем больше времени за бумажной работой, чем коллеги из других сфер","18. Врач напрямую отвечает за состояние больного, то есть является лечащим", 19. Врач регулярно получает обратную связь и признание от пациентов,20. Врач работает по предсказуемому и постоянному графику,"21. В сообществе врачей многие считают, что эта специальность в большей степени подходит мужчинам",22. Работа предполагает ночные регулярные ночные или суточные смены,23. Врач быстро видит результат своей работы,"Сколько лет после окончания специалитета (6 лет учебы) необходимо, чтобы освоить эту специальность для начала самостоятельной работы","Если условия работы в стационаре и амбулатории значительно отличаются для вашей специальности, напишите, чем именно"
1234914710,2022-10-19 12:14:25,Врач-инфекционист,5 баллов,5 баллов,4 балла,3 балла,4 балла,5 баллов,4 балла,3 балла,5 баллов,4 балла,5 баллов,4 балла,4 балла,4 балла,4 балла,5 баллов,4 балла,5 баллов,3 балла,3 балла,3 балла,5 баллов,,2,Тяжестью больных
1234913330,2022-10-19 12:12:50,Педиатр,4 балла,5 баллов,2 балла,2 балла,3 балла,4 балла,4 балла,4 балла,5 баллов,3 балла,4 балла,5 баллов,2 балла,1 балл,4 балла,3 балла,4 балла,5 баллов,4 балла,4 балла,1 балл,3 балла,,1,
1234910139,2022-10-19 12:09:11,Дерматовенеролог,2 балла,4 балла,1 балл,1 балл,4 балла,1 балл,1 балл,5 баллов,4 балла,1 балл,4 балла,2 балла,1 балл,5 баллов,1 балл,5 баллов,4 балла,5 баллов,4 балла,3 балла,1 балл,1 балл,,1,
1234909234,2022-10-19 12:08:07,Акушер-гинеколог,4 балла,3 балла,2 балла,2 балла,5 баллов,3 балла,3 балла,4 балла,5 баллов,1 балл,4 балла,5 баллов,3 балла,2 балла,5 баллов,4 балла,4 балла,5 баллов,2 балла,5 баллов,2 балла,4 балла,,7,"количеством пациентов в день, наличием манипуляций"
1234909031,2022-10-19 12:07:54,Терапевт,5 баллов,4 балла,1 балл,1 балл,1 балл,1 балл,4 балла,5 баллов,5 баллов,2 балла,3 балла,4 балла,1 балл,1 балл,4 балла,3 балла,4 балла,4 балла,3 балла,4 балла,1 балл,1 балл,,1,
1234908334,2022-10-19 12:07:05,Психиатр,5 баллов,5 баллов,4 балла,4 балла,4 балла,4 балла,4 балла,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,4 балла,4 балла,2 балла,2 балла,,5,принятие решений
1234906190,2022-10-19 12:04:23,Оториноларинголог,4 балла,5 баллов,3 балла,3 балла,4 балла,4 балла,1 балл,4 балла,4 балла,4 балла,4 балла,4 балла,2 балла,4 балла,4 балла,4 балла,4 балла,4 балла,5 баллов,2 балла,4 балла,2 балла,,1,В условиях стационара чаще экстренные осмотры и работв в ночное время.
1234905748,2022-10-19 12:03:50,Врач-инфекционист,5 баллов,5 баллов,1 балл,1 балл,3 балла,3 балла,3 балла,3 балла,5 баллов,3 балла,5 баллов,3 балла,3 балла,5 баллов,2 балла,3 балла,5 баллов,5 баллов,2 балла,3 балла,1 балл,3 балла,,10,
1234905515,2022-10-19 12:03:32,Детский эндокринолог,5 баллов,4 балла,1 балл,1 балл,1 балл,1 балл,3 балла,4 балла,2 балла,1 балл,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,2 балла,5 баллов,4 балла,4 балла,4 балла,1 балл,1 балл,,1,"в стационаре можно спокойно прочитать литературу о заболеввании, в поликлинике нужно мгновенное решение.Т.к прием в теч неск минут. на пациента"
1234905133,2022-10-19 12:03:04,Педиатр,4 балла,4 балла,1 балл,1 балл,2 балла,3 балла,4 балла,2 балла,5 баллов,5 баллов,5 баллов,4 балла,3 балла,3 балла,4 балла,2 балла,3 балла,5 баллов,3 балла,4 балла,2 балла,5 баллов,,3,у всех свои трудности
1234903785,2022-10-19 12:01:34,Врач функциональной диагностики,3 балла,3 балла,3 балла,2 балла,1 балл,1 балл,1 балл,5 баллов,3 балла,3 балла,3 балла,2 балла,2 балла,5 баллов,2 балла,2 балла,5 баллов,2 балла,3 балла,5 баллов,2 балла,2 балла,,1,В условиях стационара чаще экстренные осмотры и работв в ночное время.
1234901298,2022-10-19 11:58:46,Нейрохирург,5 баллов,5 баллов,4 балла,4 балла,2 балла,4 балла,4 балла,2 балла,5 баллов,2 балла,4 балла,2 балла,2 балла,2 балла,4 балла,2 балла,4 балла,5 баллов,3 балла,2 балла,4 балла,4 балла,,5,НАГРУЗКА в стационаре больше
1234900374,2022-10-19 11:57:46,Педиатр,5 баллов,5 баллов,3 балла,3 балла,3 балла,4 балла,3 балла,5 баллов,5 баллов,5 баллов,4 балла,3 балла,2 балла,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,2 балла,,2,отсутствие ночных дежурств
1234898770,2022-10-19 11:55:57,Невролог,4 балла,5 баллов,2 балла,2 балла,3 балла,2 балла,3 балла,3 балла,5 баллов,4 балла,4 балла,2 балла,2 балла,3 балла,4 балла,2 балла,4 балла,5 баллов,2 балла,4 балла,1 балл,3 балла,,8,
1234896261,2022-10-19 11:53:04,Педиатр,5 баллов,4 балла,3 балла,3 балла,4 балла,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,4 балла,5 баллов,5 баллов,4 балла,5 баллов,3 балла,3 балла,3 балла,5 баллов,,5,"ночные дежурства в стационаре, больше критических состояний"
1234894938,2022-10-19 11:51:32,Врач общей практики (семейная медицина),4 балла,4 балла,1 балл,4 балла,5 баллов,1 балл,5 баллов,1 балл,5 баллов,1 балл,4 балла,4 балла,2 балла,5 баллов,5 баллов,3 балла,1 балл,5 баллов,5 баллов,1 балл,1 балл,1 балл,,10,Подход
1234894625,2022-10-19 11:51:10,Терапевт,3 балла,4 балла,2 балла,1 балл,4 балла,5 баллов,4 балла,3 балла,4 балла,5 баллов,5 баллов,2 балла,1 балл,4 балла,3 балла,5 баллов,5 баллов,3 балла,2 балла,1 балл,3 балла,5 баллов,,1,
1234892512,2022-10-19 11:48:48,Терапевт,4 балла,4 балла,1 балл,1 балл,1 балл,1 балл,4 балла,4 балла,3 балла,2 балла,2 балла,3 балла,2 балла,4 балла,4 балла,3 балла,3 балла,4 балла,3 балла,4 балла,2 балла,1 балл,,5,нагрузкой в день
1234888452,2022-10-19 11:44:06,Врач функциональной диагностики,1 балл,1 балл,1 балл,4 балла,1 балл,1 балл,1 балл,5 баллов,1 балл,5 баллов,1 балл,1 балл,1 балл,5 баллов,1 балл,1 балл,5 баллов,1 балл,1 балл,4 балла,1 балл,1 балл,,100,
1234886834,2022-10-19 11:42:13,Общий хирург,4 балла,5 баллов,5 баллов,1 балл,5 баллов,4 балла,5 баллов,4 балла,5 баллов,1 балл,3 балла,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,3 балла,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,,1,
1234886545,2022-10-19 11:41:54,Терапевт,3 балла,1 балл,1 балл,1 балл,1 балл,1 балл,1 балл,5 баллов,4 балла,4 балла,4 балла,5 баллов,2 балла,1 балл,5 баллов,3 балла,5 баллов,4 балла,5 баллов,5 баллов,1 балл,1 балл,,0,"Режим работы, экстренность ситуации"
1234886096,2022-10-19 11:41:20,Офтальмолог,4 балла,5 баллов,4 балла,4 балла,3 балла,3 балла,1 балл,4 балла,5 баллов,4 балла,4 балла,5 баллов,3 балла,5 баллов,3 балла,2 балла,4 балла,5 баллов,5 баллов,5 баллов,2 балла,2 балла,,3,ночные смены в стационаре
1234885921,2022-10-19 11:41:07,Дерматовенеролог,5 баллов,5 баллов,1 балл,1 балл,5 баллов,1 балл,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,,"1,0",
1234884785,2022-10-19 11:39:45,Эндоскопист,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,3 балла,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,1 балл,1 балл,3 балла,4 балла,3 балла,5 баллов,,3,Нет
1234884612,2022-10-19 11:39:31,Детский кардиолог,5 баллов,5 баллов,3 балла,2 балла,2 балла,2 балла,2 балла,4 балла,5 баллов,3 балла,5 баллов,5 баллов,3 балла,4 балла,3 балла,2 балла,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,2 балла,,3,ночные смены в стационаре
1234883575,2022-10-19 11:38:18,Врач УЗИ,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,2 балла,2 балла,2 балла,4 балла,5 баллов,3 балла,4 балла,2 балла,4 балла,3 балла,3 балла,1 балл,1 балл,2 балла,2 балла,2 балла,2 балла,,2,
1234880068,2022-10-19 11:34:25,Гастроэнтеролог,5 баллов,5 баллов,3 балла,2 балла,2 балла,2 балла,1 балл,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,2 балла,3 балла,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,2 балла,,5,В условиях стационара чаще экстренные осмотры и работв в ночное время.
1234879635,2022-10-19 11:33:55,Терапевт,5 баллов,4 балла,2 балла,1 балл,2 балла,1 балл,4 балла,4 балла,5 баллов,4 балла,4 балла,4 балла,2 балла,1 балл,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,3 балла,,2,
1234877321,2022-10-19 11:31:14,Врач-инфекционист,2 балла,1 балл,1 балл,1 балл,1 балл,1 балл,4 балла,4 балла,4 балла,2 балла,2 балла,4 балла,2 балла,4 балла,4 балла,4 балла,4 балла,2 балла,2 балла,4 балла,2 балла,1 балл,,1,В стационаре интереснее
1234876540,2022-10-19 11:30:20,Аллерголог-иммунолог,5 баллов,5 баллов,3 балла,3 балла,2 балла,4 балла,2 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,3 балла,5 баллов,2 балла,4 балла,4 балла,5 баллов,5 баллов,2 балла,2 балла,,5,В условиях стационара чаще экстренные осмотры и работв в ночное время.
1234871905,2022-10-19 11:24:46,Невролог,4 балла,4 балла,2 балла,2 балла,2 балла,2 балла,4 балла,3 балла,5 баллов,2 балла,2 балла,2 балла,2 балла,4 балла,2 балла,2 балла,2 балла,4 балла,3 балла,4 балла,2 балла,4 балла,,1,"дежурства, экстренность, более тяжелые пациенты -  в стационаре"
1234865691,2022-10-19 11:17:37,Офтальмолог,4 балла,3 балла,3 балла,2 балла,2 балла,2 балла,2 балла,2 балла,4 балла,2 балла,4 балла,4 балла,3 балла,4 балла,5 баллов,5 баллов,4 балла,4 балла,4 балла,4 балла,3 балла,3 балла,,3,
1234863974,2022-10-19 11:15:34,Акушер-гинеколог,4 балла,5 баллов,4 балла,4 балла,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,4 балла,2 балла,5 баллов,,5,"ночные смены,оперативная деятельность"
1234861763,2022-10-19 11:12:57,Патологоанатом,2 балла,2 балла,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,1 балл,4 балла,2 балла,4 балла,4 балла,4 балла,3 балла,2 балла,4 балла,5 баллов,1 балл,,2,
1234861372,2022-10-19 11:12:26,Врач скорой помощи,5 баллов,5 баллов,3 балла,3 балла,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,1 балл,3 балла,4 балла,4 балла,5 баллов,5 баллов,5 баллов,1 балл,1 балл,3 балла,5 баллов,,5,
1234850422,2022-10-19 10:59:11,Терапевт,5 баллов,5 баллов,4 балла,3 балла,5 баллов,3 балла,5 баллов,4 балла,5 баллов,3 балла,4 балла,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,3 балла,4 балла,,5,
1234841771,2022-10-19 10:49:19,Врач УЗИ,4 балла,5 баллов,5 баллов,5 баллов,2 балла,4 балла,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,1 балл,2 балла,1 балл,2 балла,5 баллов,3 балла,3 балла,3 балла,,1,В условиях стационара чаще экстренные осмотры и работв в ночное время.
1234837266,2022-10-19 10:44:15,Акушер-гинеколог,5 баллов,4 балла,5 баллов,1 балл,4 балла,3 балла,3 балла,3 балла,5 баллов,1 балл,4 балла,2 балла,2 балла,4 балла,4 балла,3 балла,3 балла,4 балла,4 балла,2 балла,2 балла,2 балла,,5,нет
1234835549,2022-10-19 10:42:08,Врач-инфекционист,5 баллов,4 балла,1 балл,1 балл,1 балл,1 балл,2 балла,3 балла,5 баллов,1 балл,5 баллов,2 балла,2 балла,2 балла,3 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,1 балл,,10,
1234834001,2022-10-19 10:40:24,Неонатолог,5 баллов,4 балла,4 балла,2 балла,2 балла,1 балл,5 баллов,2 балла,5 баллов,2 балла,5 баллов,1 балл,2 балла,4 балла,4 балла,1 балл,3 балла,5 баллов,4 балла,5 баллов,3 балла,5 баллов,,2,
1234831060,2022-10-19 10:36:55,Профпатолог,5 баллов,5 баллов,1 балл,1 балл,1 балл,1 балл,1 балл,3 балла,4 балла,1 балл,4 балла,1 балл,1 балл,5 баллов,5 баллов,3 балла,4 балла,5 баллов,5 баллов,5 баллов,1 балл,1 балл,,5,-
1234830845,2022-10-19 10:36:38,Терапевт,5 баллов,5 баллов,3 балла,3 балла,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,3 балла,3 балла,5 баллов,3 балла,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,2 балла,3 балла,2 балла,5 баллов,,4,
1234823680,2022-10-19 10:28:19,Общий хирург,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,1 балл,4 балла,1 балл,3 балла,4 балла,2 балла,5 баллов,4 балла,5 баллов,5 баллов,1 балл,4 балла,5 баллов,,10,сложностью выполняемой работы
1234823025,2022-10-19 10:27:31,Педиатр,4 балла,5 баллов,4 балла,3 балла,3 балла,4 балла,3 балла,5 баллов,5 баллов,2 балла,2 балла,2 балла,2 балла,4 балла,4 балла,3 балла,5 баллов,5 баллов,2 балла,4 балла,2 балла,2 балла,,8,
1234816955,2022-10-19 10:20:17,Неонатолог,5 баллов,4 балла,2 балла,1 балл,2 балла,2 балла,5 баллов,4 балла,5 баллов,4 балла,5 баллов,1 балл,2 балла,4 балла,4 балла,2 балла,3 балла,5 баллов,4 балла,4 балла,2 балла,4 балла,,3,
1234814780,2022-10-19 10:17:37,Невролог,5 баллов,5 баллов,3 балла,3 балла,2 балла,2 балла,4 балла,2 балла,5 баллов,2 балла,5 баллов,4 балла,2 балла,4 балла,5 баллов,1 балл,3 балла,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,,8,нет
1234812805,2022-10-19 10:15:21,Врач скорой помощи,3 балла,3 балла,3 балла,2 балла,3 балла,2 балла,3 балла,2 балла,5 баллов,2 балла,3 балла,4 балла,3 балла,3 балла,4 балла,3 балла,2 балла,4 балла,3 балла,4 балла,3 балла,3 балла,,10,"Нет нормальных выходных, ночные вызыва, частые вызыва в выходные"
1234809649,2022-10-19 10:11:41,Врач скорой помощи,4 балла,3 балла,3 балла,3 балла,3 балла,2 балла,4 балла,2 балла,5 баллов,3 балла,3 балла,4 балла,3 балла,3 балла,4 балла,3 балла,3 балла,3 балла,4 балла,2 балла,3 балла,3 балла,,10,"На фапе нет определенного графика времени, уходишь на работу рано, приходишь поздно, ночные вызыва,  в выходные дни вызыва,  работа, требующая много нервов и своего личного времени нет"
1234804839,2022-10-19 10:06:00,Онколог (хирург),4 балла,3 балла,4 балла,4 балла,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,1 балл,3 балла,4 балла,5 баллов,5 баллов,4 балла,5 баллов,4 балла,4 балла,5 баллов,5 баллов,,10,"в амбулатории не проводятся операции, очень длительное обследование, амбулаторные хирурги не дежурят в стационаре, а заработная плата почти не отличается. Администрация ссылается на решения по укреплению амбулаторного звена."
1234804724,2022-10-19 10:05:51,Врач общей практики (семейная медицина),4 балла,2 балла,3 балла,2 балла,2 балла,4 балла,4 балла,5 баллов,4 балла,4 балла,5 баллов,1 балл,2 балла,2 балла,4 балла,4 балла,4 балла,5 баллов,4 балла,2 балла,2 балла,5 баллов,,10,Нет
1234799053,2022-10-19 09:59:11,Терапевт,4 балла,4 балла,1 балл,1 балл,1 балл,1 балл,3 балла,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,1 балл,2 балла,5 баллов,2 балла,5 баллов,5 баллов,3 балла,3 балла,1 балл,3 балла,,6,
1234798868,2022-10-19 09:58:59,Врач ЛФК и спортивной медицины,5 баллов,4 балла,1 балл,1 балл,1 балл,1 балл,1 балл,5 баллов,4 балла,4 балла,3 балла,5 баллов,3 балла,4 балла,5 баллов,3 балла,3 балла,3 балла,3 балла,4 балла,5 баллов,1 балл,,5,
1234793598,2022-10-19 09:52:31,Врач-инфекционист,5 баллов,4 балла,3 балла,3 балла,5 баллов,3 балла,4 балла,3 балла,5 баллов,3 балла,5 баллов,3 балла,1 балл,3 балла,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,3 балла,1 балл,3 балла,,2,
1234789045,2022-10-19 09:46:49,Фтизиатр,5 баллов,5 баллов,1 балл,1 балл,3 балла,1 балл,3 балла,3 балла,5 баллов,3 балла,5 баллов,5 баллов,2 балла,5 баллов,2 балла,4 балла,3 балла,5 баллов,3 балла,5 баллов,3 балла,2 балла,,2,
1234788892,2022-10-19 09:46:38,Офтальмолог,5 баллов,5 баллов,5 баллов,1 балл,1 балл,1 балл,2 балла,3 балла,5 баллов,1 балл,5 баллов,4 балла,1 балл,5 баллов,4 балла,1 балл,3 балла,5 баллов,3 балла,5 баллов,1 балл,1 балл,,5,
1234784818,2022-10-19 09:41:44,Общий хирург,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,,10,Ответственностью
1234783556,2022-10-19 09:40:07,Педиатр,5 баллов,4 балла,1 балл,1 балл,1 балл,1 балл,1 балл,2 балла,5 баллов,1 балл,2 балла,3 балла,1 балл,1 балл,4 балла,2 балла,4 балла,5 баллов,4 балла,5 баллов,1 балл,1 балл,,3,нет
1234773922,2022-10-19 09:28:02,Педиатр,5 баллов,4 балла,1 балл,1 балл,5 баллов,4 балла,3 балла,4 балла,5 баллов,2 балла,4 балла,5 баллов,4 балла,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,2 балла,4 балла,1 балл,4 балла,,6,
1234761853,2022-10-19 09:12:26,Врач скорой помощи,4 балла,5 баллов,4 балла,1 балл,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,4 балла,5 баллов,1 балл,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,1 балл,1 балл,5 баллов,5 баллов,,1,
1234754784,2022-10-19 09:02:46,Психиатр,5 баллов,2 балла,1 балл,1 балл,1 балл,1 балл,3 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,1 балл,,5,
1234754124,2022-10-19 09:01:52,Анестезиолог-реаниматолог,5 баллов,5 баллов,2 балла,2 балла,2 балла,2 балла,4 балла,2 балла,5 баллов,2 балла,4 балла,2 балла,4 балла,2 балла,5 баллов,4 балла,3 балла,4 балла,4 балла,2 балла,4 балла,5 баллов,,5,
1234751843,2022-10-19 08:58:44,Педиатр,5 баллов,4 балла,2 балла,2 балла,2 балла,2 балла,2 балла,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,2 балла,5 баллов,,6,не отличаются
1234745907,2022-10-19 08:50:30,Дерматовенеролог,1 балл,1 балл,2 балла,2 балла,2 балла,2 балла,2 балла,1 балл,1 балл,4 балла,1 балл,4 балла,2 балла,1 балл,1 балл,4 балла,2 балла,1 балл,3 балла,1 балл,4 балла,4 балла,,3,
1234742390,2022-10-19 08:45:36,Педиатр,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,4 балла,4 балла,4 балла,5 баллов,2 балла,4 балла,4 балла,3 балла,4 балла,5 баллов,5 баллов,4 балла,4 балла,2 балла,,5,в стационаре выше уровень и больше возможностей
1234742050,2022-10-19 08:45:07,Педиатр,5 баллов,3 балла,2 балла,1 балл,2 балла,2 балла,1 балл,4 балла,5 баллов,4 балла,4 балла,1 балл,1 балл,4 балла,5 баллов,3 балла,5 баллов,5 баллов,3 балла,4 балла,2 балла,2 балла,,10,
1234742019,2022-10-19 08:45:04,Невролог,5 баллов,5 баллов,3 балла,3 балла,3 балла,2 балла,5 баллов,3 балла,5 баллов,3 балла,5 баллов,2 балла,3 балла,4 балла,3 балла,3 балла,4 балла,5 баллов,4 балла,4 балла,2 балла,3 балла,,10,
1234739118,2022-10-19 08:41:02,Дерматовенеролог,4 балла,3 балла,2 балла,2 балла,3 балла,1 балл,2 балла,4 балла,5 баллов,3 балла,4 балла,4 балла,2 балла,4 балла,4 балла,4 балла,3 балла,4 балла,4 балла,4 балла,1 балл,3 балла,,7,график работы
1234738182,2022-10-19 08:39:45,Анестезиолог-реаниматолог,5 баллов,4 балла,1 балл,1 балл,1 балл,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,3 балла,4 балла,4 балла,5 баллов,4 балла,4 балла,5 баллов,4 балла,4 балла,4 балла,5 баллов,,2,
1234736470,2022-10-19 08:37:13,Терапевт,4 балла,4 балла,2 балла,1 балл,1 балл,1 балл,4 балла,5 баллов,5 баллов,4 балла,5 баллов,2 балла,3 балла,2 балла,5 баллов,4 балла,5 баллов,5 баллов,3 балла,5 баллов,1 балл,5 баллов,,8,
1234731371,2022-10-19 08:29:51,Врач клинической лабораторной диагностики,5 баллов,5 баллов,3 балла,3 балла,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,3 балла,2 балла,3 балла,4 балла,,6,Ничем
1234730146,2022-10-19 08:28:04,Педиатр,4 балла,5 баллов,1 балл,1 балл,1 балл,3 балла,4 балла,4 балла,5 баллов,5 баллов,4 балла,5 баллов,3 балла,3 балла,4 балла,2 балла,5 баллов,5 баллов,2 балла,3 балла,1 балл,1 балл,,6,
1234728029,2022-10-19 08:24:54,Дерматовенеролог,2 балла,3 балла,2 балла,2 балла,4 балла,4 балла,2 балла,5 баллов,5 баллов,2 балла,3 балла,2 балла,1 балл,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,4 балла,4 балла,3 балла,1 балл,,15,различия есть
1234725127,2022-10-19 08:20:25,Дерматовенеролог,3 балла,5 баллов,3 балла,3 балла,5 баллов,4 балла,3 балла,5 баллов,5 баллов,2 балла,2 балла,2 балла,1 балл,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,3 балла,1 балл,,10,различия есть  в скорости ориентировки в ситуации
1234043842,2022-10-18 12:11:14,Анестезиолог-реаниматолог,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,3 балла,3 балла,2 балла,5 баллов,5 баллов,3 балла,4 балла,2 балла,2 балла,4 балла,5 баллов,,4,Требуется много специализированной аппаратуры и умение с ней работать
1234042106,2022-10-18 12:09:15,Анестезиолог-реаниматолог,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,4 балла,5 баллов,1 балл,5 баллов,4 балла,4 балла,1 балл,1 балл,1 балл,5 баллов,5 баллов,2 балла,3 балла,3 балла,2 балла,5 баллов,5 баллов,,2,
1234041539,2022-10-18 12:08:38,Общий хирург,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,2 балла,5 баллов,1 балл,3 балла,4 балла,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,,5,"Отличаются объемом работы и операций, количеством пациентов"
1234040399,2022-10-18 12:07:21,Врач клинической лабораторной диагностики,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,2 балла,5 баллов,4 балла,4 балла,3 балла,2 балла,2 балла,4 балла,4 балла,1 балл,2 балла,2 балла,2 балла,1 балл,5 баллов,,5,"в стационаре - больше экстренных исследований, а амбулаторно - плановых"
1234038812,2022-10-18 12:05:28,Фтизиатр,5 баллов,5 баллов,3 балла,3 балла,5 баллов,4 балла,5 баллов,2 балла,5 баллов,3 балла,4 балла,5 баллов,3 балла,3 балла,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,4 балла,3 балла,1 балл,,6,
1234038156,2022-10-18 12:04:41,Врач клинической лабораторной диагностики,1 балл,1 балл,2 балла,2 балла,5 баллов,1 балл,1 балл,5 баллов,5 баллов,1 балл,2 балла,5 баллов,1 балл,5 баллов,1 балл,5 баллов,2 балла,5 баллов,2 балла,5 баллов,2 балла,2 балла,,10,
1234034899,2022-10-18 12:00:46,Врач УЗИ,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,3 балла,5 баллов,5 баллов,4 балла,3 балла,2 балла,4 балла,4 балла,4 балла,2 балла,,"0,5",нет
1234033764,2022-10-18 11:59:26,Акушер-гинеколог,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,,20,
1234033735,2022-10-18 11:59:23,Педиатр,4 балла,2 балла,2 балла,1 балл,1 балл,2 балла,1 балл,2 балла,5 баллов,1 балл,5 баллов,4 балла,2 балла,1 балл,5 баллов,4 балла,4 балла,5 баллов,3 балла,5 баллов,1 балл,2 балла,,2,нет ежедневного контроля за пациентом. в условиях поликлиники
